area_type,site_location,total_sqft,bath,balcony,bhk,price
Super built-up  Area,other,1190.0,2.0,2.0,3.0,30.35
Super built-up  Area,Sadashiv Peth,1620.0,3.0,2.0,3.0,98.0
Super built-up  Area,other,950.0,2.0,1.0,2.0,46.96
Super built-up  Area,other,5000.0,9.0,3.0,11.0,360.0
Super built-up  Area,Sasson Road,2450.0,3.0,0.0,3.0,120.0
Super built-up  Area,other,1220.0,2.0,1.0,3.0,35.23
Super built-up  Area,other,850.0,2.0,1.0,2.0,30.0
Built-up  Area,other,1020.0,2.0,2.0,2.0,63.0
Built-up  Area,other,1100.0,2.0,2.0,2.0,50.0
Super built-up  Area,other,1150.0,2.0,2.0,2.0,126.0
Super built-up  Area,other,1760.0,2.0,2.0,3.0,130.0
Super built-up  Area,Somwar Peth,1800.0,3.0,3.0,3.0,110.0
Super built-up  Area,Swargate,1070.0,2.0,1.0,2.0,54.0
Plot  Area,other,1500.0,4.0,2.0,4.0,220.0
Plot  Area,other,1440.0,2.0,0.0,2.0,95.0
Super built-up  Area,other,900.0,2.0,1.0,2.0,40.0
Super built-up  Area,other,1130.0,2.0,1.0,2.0,42.16
Super built-up  Area,Vishrant Wadi,1320.0,2.0,1.0,2.0,165.0
Super built-up  Area,other,1270.0,2.0,1.0,2.0,98.0
Built-up  Area,other,1200.0,2.0,1.0,2.0,62.0
Super built-up  Area,other,4800.0,4.0,0.0,4.0,235.0
Super built-up  Area,Warje,1200.0,2.0,1.0,2.0,74.0
Super built-up  Area,Yerawada,929.0,2.0,0.0,2.0,50.17
Super built-up  Area,other,1464.0,3.0,2.0,3.0,56.0
Super built-up  Area,other,3600.0,4.0,3.0,4.0,400.0
Plot  Area,other,2000.0,4.0,2.0,4.0,99.0
Super built-up  Area,Baner road,1208.0,2.0,1.0,2.0,49.0
Super built-up  Area,Bhandarkar Road,1130.0,2.0,2.0,2.0,60.0
Super built-up  Area,Bhavani Peth,1753.0,3.0,2.0,3.0,120.0
Super built-up  Area,other,4500.0,7.0,3.0,5.0,337.0
Super built-up  Area,other,1196.0,2.0,2.0,2.0,94.42
Built-up  Area,other,1150.0,3.0,3.0,2.0,52.5
Super built-up  Area,other,1128.0,2.0,1.0,2.0,63.0
Super built-up  Area,Chandan Nagar,1000.0,2.0,1.0,2.0,53.0
Super built-up  Area,other,1035.0,2.0,1.0,2.0,45.0
Built-up  Area,other,950.0,2.0,1.0,2.0,32.0
Super built-up  Area,other,1075.0,2.0,1.0,3.0,36.0
Super built-up  Area,other,1040.0,2.0,1.0,2.0,48.5
Plot  Area,other,720.0,2.0,1.0,2.0,45.0
Super built-up  Area,other,1511.0,3.0,1.0,3.0,95.0
Built-up  Area,other,1300.0,3.0,1.0,3.0,58.0
Super built-up  Area,other,1545.0,3.0,1.0,3.0,68.75
Built-up  Area,Fergusson College Road,375.0,2.0,0.0,1.0,26.0
Super built-up  Area,other,1062.0,2.0,3.0,2.0,38.0
Super built-up  Area,other,1115.0,2.0,1.0,2.0,40.0
Super built-up  Area,other,1000.0,2.0,1.0,2.0,35.0
Super built-up  Area,Ghorpadi,883.0,2.0,1.0,2.0,45.0
Super built-up  Area,other,1195.0,2.0,1.0,2.0,70.0
Plot  Area,Gultekdi,1200.0,3.0,1.0,4.0,165.0
Built-up  Area,other,700.0,1.0,0.0,1.0,41.0
Super built-up  Area,other,1246.0,2.0,1.0,2.0,67.0
Plot  Area,Hingne Khurd,8500.0,4.0,2.0,4.0,145.0
Super built-up  Area,other,1600.0,4.0,1.0,4.0,80.0
Super built-up  Area,other,2805.0,5.0,3.0,4.0,154.0
Super built-up  Area,other,1584.0,3.0,0.0,3.0,65.0
Plot  Area,other,3000.0,5.0,1.0,4.0,275.0
Built-up  Area,other,1175.0,2.0,2.0,3.0,48.0
Built-up  Area,other,1595.0,3.0,2.0,3.0,115.0
Super built-up  Area,other,1353.0,2.0,2.0,2.0,110.0
Super built-up  Area,Khadki,1599.0,3.0,2.0,3.0,125.0
Super built-up  Area,Kharadi,1150.0,2.0,1.0,2.0,70.0
Super built-up  Area,Kondhwa,5230.0,6.0,1.0,4.0,465.0
Super built-up  Area,Kondhwa Budruk,1155.0,2.0,2.0,2.0,42.74
Built-up  Area,other,1200.0,2.0,0.0,1.0,85.0
Super built-up  Area,Koregaon Park,1000.0,2.0,1.0,2.0,25.0
Super built-up  Area,other,3000.0,4.0,0.0,4.0,120.0
Built-up  Area,other,1867.0,3.0,1.0,3.0,160.0
Super built-up  Area,other,1251.0,2.0,1.0,2.0,47.0
Super built-up  Area,other,1028.0,2.0,1.0,2.0,45.5
Super built-up  Area,other,1222.0,2.0,2.0,2.0,45.0
Super built-up  Area,Mangalwar peth,1170.0,2.0,1.0,3.0,66.0
Super built-up  Area,Manik Bagh,2400.0,4.0,1.0,3.0,245.0
Super built-up  Area,Market yard,1385.0,2.0,2.0,3.0,48.48
Super built-up  Area,other,1372.0,2.0,1.0,2.0,68.0
Super built-up  Area,other,1282.0,2.0,2.0,3.0,49.0
Super built-up  Area,Mundhawa,5000.0,9.0,3.0,9.0,210.0
Super built-up  Area,other,1135.0,2.0,1.0,2.0,39.73
Built-up  Area,Narayan Peth,1768.0,3.0,2.0,3.0,101.0
Built-up  Area,other,1325.0,2.0,1.0,3.0,90.0
Super built-up  Area,other,1599.0,3.0,2.0,3.0,99.0
Plot  Area,other,1500.0,3.0,1.0,3.0,61.95
Plot  Area,Parvati Darshan,2610.0,3.0,0.0,3.0,499.0
Super built-up  Area,other,1286.0,2.0,2.0,2.0,63.0
Built-up  Area,Paud Road,2845.0,5.0,1.0,5.0,140.0
Super built-up  Area,other,1600.0,2.0,0.0,3.0,50.0
Super built-up  Area,other,1317.5,2.0,0.0,2.0,63.77
Super built-up  Area,other,3450.0,5.0,2.0,3.0,260.0
Super built-up  Area,Rasta Peth,1102.0,2.0,2.0,2.0,53.67
Super built-up  Area,other,1350.0,2.0,2.0,2.0,54.0
Super built-up  Area,Sadashiv Peth,1200.0,2.0,2.0,3.0,42.0
Plot  Area,other,1800.0,1.0,1.0,2.0,80.0
Built-up  Area,Sasson Road,950.0,2.0,1.0,2.0,40.0
Super built-up  Area,other,525.0,1.0,1.0,1.0,27.25
Built-up  Area,other,656.0,2.0,1.0,2.0,25.0
Plot  Area,other,1780.0,4.0,3.0,4.0,175.0
Super built-up  Area,other,1056.0,2.0,1.0,2.0,80.0
Super built-up  Area,other,595.0,1.0,1.0,1.0,33.32
Built-up  Area,other,1080.0,2.0,2.0,2.0,50.0
Super built-up  Area,Somwar Peth,2225.0,3.0,1.0,3.0,160.0
Super built-up  Area,Swargate,1126.0,2.0,1.0,2.0,28.15
Super built-up  Area,other,1490.0,3.0,1.0,3.0,84.0
Plot  Area,other,2000.0,4.0,1.0,4.0,300.0
Super built-up  Area,other,1550.0,3.0,3.0,3.0,100.0
Super built-up  Area,other,1600.0,3.0,2.0,3.0,86.0
Built-up  Area,other,1160.0,2.0,1.0,2.0,55.0
Built-up  Area,Vishrant Wadi,4144.0,4.0,3.0,4.0,315.0
Super built-up  Area,other,2100.0,3.0,2.0,3.0,125.0
Super built-up  Area,other,1404.0,2.0,1.0,2.0,69.3
Plot  Area,other,2230.0,4.0,3.0,4.0,225.0
Super built-up  Area,Warje,1544.0,3.0,0.0,3.0,120.0
Super built-up  Area,Yerawada,1305.0,2.0,1.0,3.0,58.7
Super built-up  Area,Alandi Road,1230.0,2.0,2.0,2.0,80.0
Plot  Area,other,1200.0,2.0,0.0,2.0,65.0
Super built-up  Area,other,1460.0,3.0,1.0,3.0,73.0
Built-up  Area,other,967.0,2.0,3.0,2.0,45.0
Built-up  Area,other,540.0,1.0,1.0,1.0,36.0
Super built-up  Area,other,715.0,1.0,2.0,1.0,46.0
Super built-up  Area,Baner road,2500.0,3.0,2.0,3.0,313.0
Super built-up  Area,Bhandarkar Road,1578.0,3.0,1.0,3.0,180.0
Super built-up  Area,Bhavani Peth,1020.0,2.0,1.0,2.0,48.95
Super built-up  Area,other,1020.0,2.0,1.0,2.0,40.0
Super built-up  Area,other,1253.0,2.0,1.0,2.0,102.0
Super built-up  Area,other,1180.0,2.0,2.0,2.0,42.0
Super built-up  Area,other,961.0,2.0,2.0,2.0,38.0
Built-up  Area,other,1419.0,3.0,3.0,3.0,75.0
Super built-up  Area,Chandan Nagar,1709.0,3.0,2.0,3.0,150.0
Plot  Area,other,1600.0,2.0,0.0,2.0,115.0
Super built-up  Area,other,416.0,1.0,1.0,1.0,18.5
Carpet  Area,other,1100.0,2.0,2.0,2.0,98.0
Super built-up  Area,other,1430.0,2.0,1.0,3.0,65.0
Super built-up  Area,other,1260.0,2.0,2.0,2.0,45.0
Built-up  Area,other,1630.0,3.0,2.0,3.0,85.0
Super built-up  Area,other,1249.0,3.0,2.0,3.0,44.71
Super built-up  Area,other,1450.0,2.0,3.0,3.0,85.0
Super built-up  Area,Fergusson College Road,2791.0,3.0,1.0,3.0,223.0
Super built-up  Area,other,600.0,1.0,0.0,1.0,90.0
Built-up  Area,other,834.0,1.0,1.0,1.0,60.0
Plot  Area,other,1125.0,4.0,1.0,3.0,70.0
Super built-up  Area,Ghorpadi,2060.0,3.0,2.0,3.0,140.0
Built-up  Area,Gultekdi,891.0,2.0,1.0,2.0,25.0
Super built-up  Area,other,1133.0,2.0,1.0,2.0,49.07
Built-up  Area,other,1075.0,2.0,1.0,3.0,37.0
Super built-up  Area,Hadapsar Industrial Estate,3000.0,5.0,2.0,4.0,260.0
Built-up  Area,other,1200.0,2.0,2.0,2.0,55.0
Super built-up  Area,other,1075.0,2.0,2.0,2.0,45.8
Super built-up  Area,other,1140.0,2.0,2.0,2.0,40.0
Plot  Area,other,2160.0,5.0,1.0,6.0,250.0
Super built-up  Area,other,1090.0,2.0,1.0,2.0,42.0
Built-up  Area,other,1500.0,4.0,1.0,4.0,70.0
Super built-up  Area,Khadki,4104.0,4.0,2.0,4.0,360.0
Super built-up  Area,Kharadi,1790.0,3.0,0.0,3.0,100.0
Super built-up  Area,Kondhwa,1920.0,3.0,2.0,3.0,134.0
Built-up  Area,Kondhwa Budruk,1374.0,2.0,2.0,2.0,95.0
Carpet  Area,other,1445.0,3.0,2.0,3.0,95.0
Super built-up  Area,Koregaon Park,711.0,1.0,1.0,1.0,36.0
Super built-up  Area,other,1500.0,3.0,3.0,3.0,95.0
Super built-up  Area,other,1720.0,3.0,3.0,3.0,100.0
Super built-up  Area,other,1400.0,3.0,2.0,3.0,60.0
Built-up  Area,other,1030.0,2.0,2.0,2.0,49.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,85.0
Carpet  Area,Mangalwar peth,1375.0,3.0,2.0,3.0,70.0
Plot  Area,Manik Bagh,1050.0,1.0,0.0,2.0,56.0
Super built-up  Area,Market yard,2250.0,3.0,2.0,3.0,160.0
Super built-up  Area,other,1000.0,2.0,2.0,2.0,50.0
Super built-up  Area,other,469.0,1.0,0.0,1.0,25.0
Super built-up  Area,Mundhawa,3800.0,4.0,3.0,4.0,250.0
Super built-up  Area,other,883.0,2.0,1.0,2.0,29.0
Super built-up  Area,other,1820.0,2.0,3.0,3.0,86.0
Built-up  Area,Narayan Peth,1440.0,2.0,3.0,3.0,65.0
Super built-up  Area,other,3600.0,4.0,1.0,6.0,160.0
Built-up  Area,other,2500.0,5.0,2.0,4.0,325.0
Super built-up  Area,other,1225.0,2.0,2.0,2.0,48.0
Plot  Area,Parvati Darshan,4000.0,3.0,1.0,3.0,660.0
Carpet  Area,other,875.0,2.0,3.0,2.0,52.8
Super built-up  Area,Paud Road,750.0,1.0,2.0,1.0,40.0
Super built-up  Area,other,1180.0,2.0,3.0,2.0,80.0
Super built-up  Area,other,1194.0,2.0,2.0,2.0,47.0
Super built-up  Area,other,1500.0,2.0,2.0,3.0,62.0
Super built-up  Area,Rasta Peth,1160.0,2.0,2.0,2.0,52.2
Super built-up  Area,Sadashiv Peth,2378.0,3.0,1.0,3.0,262.0
Super built-up  Area,other,1128.0,2.0,1.0,2.0,60.0
Super built-up  Area,other,1500.0,3.0,1.0,3.0,150.0
Built-up  Area,Sasson Road,1220.0,2.0,1.0,3.0,35.23
Super built-up  Area,other,1210.0,2.0,2.0,2.0,58.0
Super built-up  Area,other,1100.0,2.0,1.0,3.0,58.0
Super built-up  Area,other,1200.0,3.0,2.0,3.0,46.0
Built-up  Area,other,3385.0,5.0,0.0,4.0,260.0
Super built-up  Area,other,1641.0,3.0,2.0,3.0,66.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,45.0
Super built-up  Area,Somwar Peth,1260.0,2.0,1.0,2.0,67.39
Super built-up  Area,Swargate,1720.0,3.0,3.0,3.0,78.0
Super built-up  Area,other,1132.5,2.0,0.0,2.0,48.13
Super built-up  Area,other,1210.0,2.0,1.0,2.0,45.98
Built-up  Area,other,2200.0,4.0,2.0,4.0,200.0
Super built-up  Area,other,1075.0,2.0,1.0,3.0,45.0
Built-up  Area,other,1702.0,3.0,2.0,3.0,130.0
Super built-up  Area,Vishrant Wadi,1630.0,2.0,2.0,2.0,200.0
Super built-up  Area,other,1141.0,2.0,2.0,2.0,38.55
Super built-up  Area,other,2072.0,3.0,2.0,3.0,108.0
Built-up  Area,Warje,1200.0,2.0,0.0,3.0,70.0
Super built-up  Area,Yerawada,1350.0,3.0,0.0,3.0,77.0
Built-up  Area,Alandi Road,4046.0,4.0,0.0,4.0,445.0
Super built-up  Area,other,1180.0,2.0,2.0,3.0,78.34
Built-up  Area,other,35000.0,3.0,3.0,3.0,130.0
Super built-up  Area,other,1355.0,2.0,2.0,2.0,115.0
Plot  Area,other,600.0,1.0,0.0,1.0,50.0
Super built-up  Area,other,1640.0,2.0,1.0,3.0,120.0
Super built-up  Area,Bhandarkar Road,1190.0,2.0,2.0,3.0,57.0
Plot  Area,Bhavani Peth,2400.0,4.0,2.0,4.0,375.0
Super built-up  Area,other,1019.0,2.0,2.0,2.0,49.85
Super built-up  Area,other,1875.0,3.0,2.0,3.0,165.0
Super built-up  Area,other,1250.0,3.0,2.0,3.0,40.0
Plot  Area,other,1200.0,3.0,2.0,3.0,140.0
Super built-up  Area,other,1140.0,2.0,1.0,2.0,56.0
Super built-up  Area,Chandan Nagar,1683.0,3.0,1.0,3.0,109.0
Super built-up  Area,other,1515.0,3.0,0.0,3.0,83.3
Super built-up  Area,other,2118.0,4.0,2.0,4.0,111.0
Built-up  Area,other,1380.0,3.0,0.0,4.0,58.0
Super built-up  Area,other,1083.0,2.0,2.0,2.0,61.75
Plot  Area,other,600.0,2.0,1.0,2.0,55.0
Built-up  Area,other,2300.0,3.0,3.0,3.0,120.0
Super built-up  Area,other,1240.0,2.0,2.0,2.0,60.0
Super built-up  Area,other,1750.0,3.0,1.0,3.0,120.0
Super built-up  Area,Fergusson College Road,1230.0,2.0,0.0,2.0,43.48
Plot  Area,other,1500.0,3.0,1.0,3.0,139.0
Super built-up  Area,other,985.0,2.0,1.0,2.0,40.39
Plot  Area,other,1500.0,2.0,1.0,3.0,87.0
Built-up  Area,Ghorpadi,1125.0,2.0,1.0,2.0,32.49
Built-up  Area,other,950.0,2.0,1.0,2.0,44.0
Super built-up  Area,other,1580.0,3.0,3.0,3.0,76.0
Plot  Area,other,1092.0,2.0,1.0,3.0,98.5
Built-up  Area,Hadapsar Industrial Estate,1090.0,2.0,1.0,2.0,28.34
Built-up  Area,Hingne Khurd,2264.0,3.0,1.0,3.0,159.0
Super built-up  Area,other,1033.0,2.0,2.0,3.0,25.53
Super built-up  Area,other,810.0,2.0,2.0,2.0,24.5
Super built-up  Area,other,1045.0,2.0,0.0,2.0,45.0
Super built-up  Area,other,1337.0,2.0,1.0,2.0,82.0
Super built-up  Area,other,1200.0,2.0,2.0,2.0,32.0
Super built-up  Area,other,1580.0,3.0,2.0,3.0,160.0
Super built-up  Area,other,1500.0,2.0,3.0,3.0,54.0
Super built-up  Area,Khadki,1640.0,4.0,2.0,3.0,91.0
Super built-up  Area,Kharadi,1570.0,3.0,2.0,3.0,62.0
Super built-up  Area,Kondhwa,1470.0,2.0,2.0,3.0,82.0
Super built-up  Area,Kondhwa Budruk,1160.0,2.0,2.0,2.0,40.61
Built-up  Area,other,1050.0,2.0,1.0,2.0,71.0
Super built-up  Area,Koregaon Park,1855.0,3.0,1.0,3.0,225.0
Super built-up  Area,other,1460.0,2.0,1.0,3.0,90.0
Built-up  Area,other,1823.0,3.0,2.0,3.0,100.0
Super built-up  Area,other,1094.0,2.0,2.0,2.0,42.0
Super built-up  Area,other,1153.0,2.0,2.0,2.0,57.0
Built-up  Area,other,1325.0,3.0,1.0,3.0,57.0
Plot  Area,Mangalwar peth,1200.0,3.0,2.0,4.0,85.0
Built-up  Area,Manik Bagh,1590.0,2.0,2.0,3.0,125.0
Plot  Area,other,1200.0,4.0,0.0,4.0,220.0
Super built-up  Area,other,1202.0,2.0,1.0,2.0,48.0
Built-up  Area,Mundhawa,1202.0,2.0,1.0,2.0,53.0
Super built-up  Area,other,1200.0,2.0,3.0,2.0,62.5
Super built-up  Area,other,1688.0,3.0,1.0,3.0,118.0
Built-up  Area,Narayan Peth,1020.0,2.0,1.0,2.0,52.0
Super built-up  Area,other,1185.0,2.0,2.0,2.0,47.0
Super built-up  Area,other,1235.0,2.0,1.0,2.0,52.04
Super built-up  Area,other,3205.0,5.0,1.0,4.0,500.0
Super built-up  Area,Parvati Darshan,1077.0,2.0,2.0,2.0,37.64
Super built-up  Area,other,1415.0,2.0,3.0,3.0,66.0
Super built-up  Area,Paud Road,2330.0,3.0,2.0,3.0,162.0
Super built-up  Area,other,805.0,2.0,2.0,2.0,35.0
Built-up  Area,other,425.0,1.0,0.0,1.0,20.03
Super built-up  Area,other,1155.0,2.0,3.0,2.0,59.95
Super built-up  Area,other,656.0,2.0,1.0,2.0,22.0
Built-up  Area,Sadashiv Peth,1100.0,2.0,0.0,2.0,48.0
Super built-up  Area,other,1150.0,2.0,3.0,2.0,52.0
Plot  Area,other,600.0,1.0,1.0,1.0,60.0
Super built-up  Area,Sasson Road,1468.0,2.0,1.0,2.0,140.0
Plot  Area,other,4300.0,5.0,2.0,4.0,550.0
Super built-up  Area,other,2280.0,4.0,2.0,3.0,126.0
Super built-up  Area,other,1341.0,2.0,1.0,2.0,97.0
Super built-up  Area,other,1279.0,2.0,1.0,2.0,77.0
Super built-up  Area,other,2225.0,4.0,0.0,4.0,98.88
Super built-up  Area,other,1185.0,2.0,2.0,2.0,43.51
Super built-up  Area,Somwar Peth,1750.0,3.0,2.0,3.0,85.0
Super built-up  Area,Swargate,1152.0,2.0,1.0,2.0,53.5
Super built-up  Area,other,1300.0,2.0,3.0,2.0,36.0
Plot  Area,other,2760.0,4.0,2.0,4.0,155.0
Super built-up  Area,other,1070.0,2.0,2.0,2.0,39.0
Super built-up  Area,other,1101.0,2.0,0.0,2.0,45.0
Super built-up  Area,Vishrant Wadi,775.0,2.0,1.0,2.0,55.0
Super built-up  Area,other,667.0,1.0,1.0,1.0,36.85
Super built-up  Area,other,1070.0,2.0,1.0,2.0,55.0
Built-up  Area,other,1875.0,2.0,2.0,3.0,110.0
Super built-up  Area,Warje,735.0,2.0,1.0,2.0,57.99
Plot  Area,Yerawada,4360.0,4.0,1.0,5.0,90.0
Super built-up  Area,Alandi Road,1750.0,3.0,2.0,3.0,130.0
Super built-up  Area,other,1215.0,2.0,1.0,2.0,67.0
Super built-up  Area,other,820.0,2.0,1.0,2.0,30.0
Super built-up  Area,other,1177.5,2.0,0.0,2.0,59.935
Super built-up  Area,other,1779.0,3.0,2.0,3.0,89.61
Built-up  Area,other,1105.0,2.0,2.0,2.0,58.0
Super built-up  Area,Bhandarkar Road,1650.0,3.0,2.0,3.0,60.0
Super built-up  Area,Bhavani Peth,1694.0,2.0,2.0,2.0,150.0
Super built-up  Area,other,2376.0,3.0,1.0,3.0,203.0
Super built-up  Area,other,1975.0,3.0,3.0,3.0,150.0
Super built-up  Area,other,674.0,2.0,1.0,2.0,33.0
Super built-up  Area,other,1185.0,2.0,1.0,2.0,41.0
Super built-up  Area,other,445.0,1.0,0.0,1.0,28.0
Super built-up  Area,other,1475.0,3.0,2.0,3.0,75.0
Super built-up  Area,other,1618.0,3.0,3.0,3.0,82.5
Super built-up  Area,other,1120.0,2.0,0.0,2.0,65.0
Super built-up  Area,other,2181.0,3.0,2.0,4.0,152.0
Plot  Area,other,1200.0,4.0,0.0,4.0,90.0
Super built-up  Area,other,1556.0,2.0,1.0,3.0,59.13
Super built-up  Area,other,1179.0,2.0,1.0,2.0,66.02
Super built-up  Area,Fergusson College Road,1296.0,2.0,2.0,2.0,83.0
Built-up  Area,other,1275.0,2.0,2.0,2.0,52.0
Super built-up  Area,other,1400.0,2.0,2.0,3.0,77.0
Super built-up  Area,Ghorpadi,1222.0,2.0,1.0,2.0,63.0
Super built-up  Area,other,940.0,2.0,1.0,2.0,41.0
Super built-up  Area,Gultekdi,1185.0,2.0,2.0,2.0,42.6
Super built-up  Area,other,1779.0,3.0,2.0,3.0,112.0
Super built-up  Area,other,1615.0,3.0,2.0,3.0,59.76
Super built-up  Area,Hingne Khurd,1056.0,2.0,1.0,2.0,61.0
Super built-up  Area,other,1100.0,2.0,0.0,2.0,46.0
Built-up  Area,other,920.0,2.0,1.0,2.0,40.0
Super built-up  Area,other,1602.0,2.0,0.0,3.0,75.0
Built-up  Area,other,1176.0,2.0,0.0,2.0,62.0
Super built-up  Area,other,1352.0,3.0,0.0,3.0,135.0
Built-up  Area,other,1717.0,3.0,3.0,3.0,99.0
Plot  Area,Khadki,10961.0,4.0,1.0,4.0,80.0
Super built-up  Area,Kharadi,2119.0,4.0,3.0,4.0,111.0
Super built-up  Area,Kondhwa,1246.0,2.0,1.0,2.0,67.3
Super built-up  Area,Kondhwa Budruk,1141.0,2.0,1.0,2.0,42.79
Built-up  Area,other,1157.0,2.0,1.0,2.0,84.0
Super built-up  Area,Koregaon Park,1025.0,2.0,2.0,2.0,27.68
Built-up  Area,other,650.0,1.0,2.0,1.0,33.0
Super built-up  Area,other,1349.0,2.0,1.0,2.0,98.0
Super built-up  Area,other,1566.0,3.0,1.0,3.0,83.3
Super built-up  Area,other,2830.0,3.0,3.0,4.0,195.0
Built-up  Area,other,1320.0,2.0,1.0,3.0,38.13
Super built-up  Area,Mangalwar peth,1780.0,3.0,1.0,3.0,84.83
Super built-up  Area,Manik Bagh,1091.0,2.0,1.0,2.0,34.9
Super built-up  Area,Market yard,3670.0,4.0,3.0,4.0,300.0
Built-up  Area,other,918.0,2.0,1.0,2.0,50.49
Super built-up  Area,other,1950.0,4.0,0.0,4.0,130.0
Super built-up  Area,Mundhawa,1695.0,3.0,1.0,3.0,90.0
Super built-up  Area,other,1705.0,3.0,2.0,3.0,95.0
Built-up  Area,other,1375.0,3.0,2.0,3.0,75.0
Super built-up  Area,Narayan Peth,525.0,1.0,1.0,1.0,30.0
Built-up  Area,other,1447.0,2.0,1.0,2.0,83.0
Super built-up  Area,other,1114.0,2.0,1.0,2.0,39.0
Super built-up  Area,other,1450.0,2.0,1.0,3.0,100.0
Built-up  Area,other,1022.0,2.0,2.0,2.0,40.0
Built-up  Area,Paud Road,1000.0,2.0,2.0,2.0,45.0
Super built-up  Area,other,1128.0,2.0,1.0,2.0,68.75
Super built-up  Area,other,1180.0,2.0,2.0,2.0,57.0
Plot  Area,Rasta Peth,1200.0,2.0,1.0,2.0,150.0
Super built-up  Area,other,3761.0,3.0,2.0,3.0,660.0
Super built-up  Area,Sadashiv Peth,1339.0,2.0,3.0,2.0,75.0
Super built-up  Area,other,1400.0,2.0,3.0,3.0,55.0
Super built-up  Area,other,1040.0,2.0,1.0,2.0,39.52
Super built-up  Area,Sasson Road,1198.0,2.0,2.0,2.0,58.0
Plot  Area,other,1200.0,3.0,0.0,4.0,95.0
Super built-up  Area,other,1691.0,3.0,2.0,3.0,113.0
Super built-up  Area,other,1075.0,3.0,2.0,3.0,36.0
Super built-up  Area,other,1630.0,3.0,2.0,3.0,194.0
Super built-up  Area,other,1240.0,3.0,2.0,3.0,43.5
Super built-up  Area,other,1122.5,2.0,0.0,2.0,58.935
Super built-up  Area,Somwar Peth,1665.0,3.0,2.0,3.0,86.58
Built-up  Area,Swargate,2489.0,3.0,0.0,3.0,94.0
Built-up  Area,other,1142.0,2.0,2.0,2.0,70.0
Super built-up  Area,other,1976.0,3.0,1.0,3.0,184.0
Plot  Area,other,5500.0,4.0,0.0,4.0,600.0
Super built-up  Area,other,1853.0,3.0,2.0,3.0,82.0
Super built-up  Area,Vishrant Wadi,1567.0,2.0,2.0,2.0,92.0
Super built-up  Area,other,1090.0,2.0,1.0,2.0,27.24
Super built-up  Area,Warje,1175.0,2.0,2.0,2.0,51.47
Built-up  Area,Yerawada,1200.0,2.0,2.0,2.0,52.0
Built-up  Area,Alandi Road,995.0,2.0,1.0,2.0,41.0
Super built-up  Area,other,884.0,2.0,1.0,2.0,41.1
Built-up  Area,other,1170.0,2.0,2.0,2.0,57.0
Super built-up  Area,other,1225.0,2.0,1.0,2.0,46.55
Super built-up  Area,other,1342.0,2.0,1.0,2.0,73.3
Built-up  Area,other,1345.0,2.0,1.0,2.0,67.0
Built-up  Area,Baner road,1320.0,3.0,0.0,3.0,65.0
Super built-up  Area,Bhavani Peth,1140.0,2.0,1.0,2.0,49.39
Super built-up  Area,other,1300.0,2.0,1.0,2.0,50.0
Super built-up  Area,other,1652.0,3.0,2.0,3.0,85.0
Super built-up  Area,other,2072.0,4.0,2.0,3.0,142.0
Built-up  Area,other,1740.0,2.0,0.0,3.0,95.0
Super built-up  Area,other,1360.0,2.0,1.0,3.0,71.0
Super built-up  Area,Chandan Nagar,1145.0,2.0,2.0,3.0,60.0
Built-up  Area,other,1540.0,2.0,0.0,3.0,40.0
Super built-up  Area,other,1278.0,2.0,2.0,2.0,95.0
Super built-up  Area,other,630.0,1.0,1.0,1.0,40.0
Super built-up  Area,other,1100.0,3.0,2.0,3.0,58.0
Plot  Area,other,1200.0,3.0,0.0,3.0,95.0
Built-up  Area,other,2500.0,6.0,2.0,7.0,115.0
Super built-up  Area,other,582.5,1.0,0.0,1.0,15.135
Super built-up  Area,other,1015.0,2.0,2.0,2.0,25.88
Built-up  Area,Fergusson College Road,3300.0,5.0,2.0,5.0,240.0
Plot  Area,other,4500.0,5.0,1.0,5.0,415.0
Super built-up  Area,other,1356.0,2.0,3.0,3.0,66.0
Super built-up  Area,other,823.0,2.0,1.0,2.0,28.0
Plot  Area,Ghorpadi,1200.0,2.0,0.0,3.0,66.0
Built-up  Area,other,1050.0,2.0,0.0,2.0,37.0
Super built-up  Area,Gultekdi,1180.0,2.0,1.0,2.0,69.0
Super built-up  Area,other,1116.0,2.0,3.0,2.0,51.91
Super built-up  Area,other,1070.0,2.0,1.0,2.0,42.79
Super built-up  Area,Hadapsar Industrial Estate,1385.0,2.0,3.0,2.0,80.0
Plot  Area,Hingne Khurd,1000.0,1.0,1.0,1.0,70.0
Built-up  Area,other,1897.0,3.0,2.0,3.0,130.0
Super built-up  Area,other,1005.0,2.0,1.0,2.0,55.78
Super built-up  Area,other,1575.0,3.0,2.0,3.0,125.0
Super built-up  Area,other,975.0,2.0,1.0,2.0,65.0
Super built-up  Area,other,1904.0,3.0,2.0,3.0,120.0
Super built-up  Area,other,930.0,1.0,1.0,1.0,30.0
Super built-up  Area,other,525.0,1.0,1.0,1.0,26.0
Super built-up  Area,Khadki,686.0,1.0,1.0,1.0,17.0
Plot  Area,Kharadi,2400.0,3.0,1.0,2.0,150.0
Built-up  Area,Kondhwa Budruk,2238.0,3.0,1.0,3.0,140.0
Super built-up  Area,other,1174.0,2.0,1.0,2.0,69.0
Built-up  Area,Koregaon Park,3800.0,4.0,3.0,4.0,239.0
